n_caracteristicas,metros,quartos,banheiros,vagas,descricao,endereco,y
4,75,2,1,-1,0,JARDIM BRASIL,800.0
4,60,3,2,1,0,JARDIM ESTORIL IV,1000.0
9,57,2,1,-1,0,PARQUE PAULISTANO,550.0
8,72,2,1,1,0,PARQUE JARDIM EUROPA,2500.0
4,30,1,1,1,0,VILA SOUTO,550.0
4,43,2,1,1,0,JARDIM TERRA BRANCA,650.0
6,45,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,550.0
8,70,3,2,1,0,JARDIM MARAMBA,700.0
4,200,4,1,-1,0,JARDIM AMERICA,4300.0
6,77,2,1,-1,0,VILA PACIFICO,700.0
7,45,2,1,1,45,PARQUE DAS NACOES,1250.0
4,300,6,4,4,0,PARQUE VISTA ALEGRE,1990.0
4,51,2,1,1,0,VILA CARDIA,1000.0
4,63,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
4,55,2,1,2,0,VILA SANTO ANTONIO,1100.0
4,50,2,1,1,0,VILA MARACY,1100.0
4,95,3,3,2,0,VILA SANTA TEREZA,1500.0
4,65,3,1,1,0,PARQUE VIADUTO,900.0
8,45,1,1,1,55,VILA SANTA TEREZA,900.0
7,50,1,1,1,45,CENTRO,1100.0
5,100,3,1,-1,23,CENTRO,1000.0
8,47,2,1,1,9,JARDIM TERRA BRANCA,670.0
4,47,1,1,-1,0,VILA SANTO ANTONIO,555.0
4,62,2,1,1,0,JARDIM AMERICA,900.0
4,150,3,3,2,0,VILA NOVA CIDADE UNIVERSITARIA,2500.0
4,80,3,3,2,0,VILA AEROPORTO,1100.0
4,47,2,1,1,0,JARDIM TERRA BRANCA,670.0
4,150,2,1,2,0,JARDIM DAS ORQUIDEAS,1300.0
5,100,3,1,3,1,JARDIM TERRA BRANCA,2500.0
4,450,3,2,8,0,JARDIM PANORAMA,4300.0
6,91,3,2,2,32,JARDIM ESTORIL,1500.0
9,71,2,2,2,70,JARDIM SOLANGE,1850.0
4,90,3,1,-1,0,CENTRO,1200.0
5,40,1,1,1,26,JARDIM INFANTE DOM HENRIQUE,750.0
9,331,3,3,3,0,SAMAMBAIA PARQUE RESIDENCIAL,5900.0
9,75,3,2,1,19,JARDIM INFANTE DOM HENRIQUE,1300.0
4,36,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,550.0
9,68,3,1,1,33,VILA CIDADE UNIVERSITARIA,1300.0
8,407,3,1,3,22,PARQUE,1200.0
7,162,3,3,2,32,RESIDENCIAL SAUIPE,3500.0
4,60,1,1,1,0,VILA SANTA TEREZA,800.0
4,150,2,1,4,0,NUCLEO HABITACIONAL VANUIRE,900.0
9,48,2,1,1,60,JARDIM COLONIAL,950.0
4,65,2,2,1,0,VILA ALTINOPOLIS,1300.0
9,56,2,1,1,43,ALAMEDA PADRE ANTONIO MARIA  PARQUE VISTA ALEGRE,900.0
7,33,1,1,1,11,VILA CIDADE UNIVERSITARIA,550.0
4,160,3,3,2,0,JARDIM PANORAMA,2500.0
4,10,1,1,-1,0,TRAVESSA BOA SORTE  CENTRO,600.0
5,40,1,1,1,29,VILA NOVA CIDADE UNIVERSITARIA,1100.0
9,255,3,5,4,40,RESIDENCIAL VILLAGGIO II,6000.0
4,67,2,2,2,0,VILA NOVA CIDADE UNIVERSITARIA,2250.0
9,62,2,1,1,0,JARDIM AMERICA,700.0
8,50,1,2,1,18,VILA CIDADE UNIVERSITARIA,1450.0
4,82,2,2,1,0,VILA SANTA TEREZA,850.0
7,60,2,2,2,40,JARDIM NASRALLA,1800.0
9,182,3,5,3,8,VILA AVIACAO,6500.0
9,35,1,1,1,15,JARDIM PANORAMA,650.0
6,45,1,1,1,19,JARDIM INFANTE DOM HENRIQUE,900.0
4,50,2,1,1,0,JARDIM JANDIRA,850.0
4,100,3,3,2,0,JARDIM INFANTE DOM HENRIQUE,1500.0
4,71,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,800.0
4,528,3,4,3,0,JARDIM SHANGRI LA,7400.0
4,41,1,1,1,0,VILA AEROPORTO,1600.0
4,45,1,1,-1,0,,600.0
4,35,1,1,1,0,VILA ALTINOPOLIS,650.0
4,50,2,1,2,0,VILA BOM JESUS,850.0
7,50,1,1,1,0,VILA SANTA TEREZA,1000.0
6,52,2,1,-1,8,JARDIM INFANTE DOM HENRIQUE,600.0
9,150,5,5,2,0,JARDIM MARAMBA,1600.0
4,70,2,1,1,0,JARDIM DAS ORQUIDEAS,500.0
4,42,2,1,1,0,VILA ALTO PARAISO,590.0
4,52,2,1,1,0,VILA MARACY,1000.0
4,55,2,1,1,0,JARDIM TERRA BRANCA,500.0
9,189,3,5,2,31,VILA SERRAO,2000.0
4,52,2,1,1,0,VILA MARACY,850.0
9,65,2,2,1,259,ALTO HIGIENOPOLIS,1750.0
9,52,2,1,1,0,VILA MARACY,1200.0
9,53,3,1,1,27,PARQUE VIADUTO,700.0
4,30,1,1,1,0,JARDIM COLONIAL,600.0
7,43,2,1,1,39,QUINTA BELA OLINDA,750.0
4,50,1,1,-1,0,PARQUE PAULISTANO,700.0
7,75,3,1,1,184,PARQUE VIADUTO,500.0
9,50,1,1,1,81,VILA NOVA CIDADE UNIVERSITARIA,1458.0
9,60,2,1,1,27,PARQUE VIADUTO,400.0
7,55,3,1,-1,34,CENTRO,1300.0
6,62,2,1,1,46,JARDIM ESTRELA D'ALVA,950.0
5,30,1,1,-1,5,CENTRO,500.0
7,40,1,1,1,37,JARDIM PLANALTO,1000.0
9,64,2,1,1,107,VILA SANTO ANTONIO,1100.0
4,47,2,1,2,0,JARDIM SAMBURA,750.0
9,64,2,1,1,107,VILA SANTO ANTONIO,1100.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
9,63,2,2,1,38,JARDIM INFANTE DOM HENRIQUE,1000.0
9,50,2,1,-1,14,JARDIM MARAMBA,900.0
4,31,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,1150.0
8,110,3,3,2,27,JARDIM ESTORIL IV,1800.0
9,207,3,2,2,16,JARDIM ESTORIL,2800.0
4,200,4,1,3,0,JARDIM AMERICA,4300.0
7,363,5,2,1,24,ALTOS DA CIDADE,5000.0
7,91,3,3,1,36,JARDIM AMERICA,880.0
9,120,3,1,2,32,JARDIM PANORAMA,1500.0
5,80,2,1,-1,94,CENTRO,1100.0
4,43,1,1,1,0,VILA ALTINOPOLIS,750.0
6,73,2,2,1,6,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,1100.0
4,48,3,1,1,0,PARQUE VIADUTO,450.0
8,77,3,2,2,0,JARDIM BRASIL,850.0
5,85,3,1,-1,0,JARDIM INFANTE DOM HENRIQUE,1850.0
8,65,3,1,1,7,JARDIM AEROPORTO,1100.0
9,133,3,4,2,0,JARDIM PANORAMA,2150.0
4,55,3,2,1,0,JARDIM TERRA BRANCA,700.0
5,86,2,1,-1,0,VILA SANTA IZABEL,1500.0
7,370,2,3,2,31,ESTORIL CENTREVILLE,3000.0
4,170,6,2,2,0,ALTOS DA CIDADE,4500.0
8,55,2,1,1,26,VILA SAO JOAO DO IPIRANGA,550.0
4,695,4,5,23,0,VILA CARDIA,14000.0
4,240,4,3,2,0,JARDIM AMERICA,2000.0
4,180,4,4,3,0,VILA SANTA TEREZA,2500.0
9,72,2,1,1,20,JARDIM DAS ORQUIDEAS,600.0
9,51,2,1,1,31,JARDIM PANORAMA,1000.0
4,35,1,1,1,0,VILA ALTINOPOLIS,650.0
8,70,2,2,1,38,CENTRO,550.0
9,76,3,2,-1,0,JARDIM INFANTE DOM HENRIQUE,1400.0
4,32,1,1,1,0,JARDIM BRASIL,800.0
4,50,2,1,-1,0,JARDIM BELA VISTA,650.0
4,40,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,900.0
9,260,3,3,3,0,JARDIM ESTORIL IV,3500.0
4,40,1,1,1,0,VILA GUEDES DE AZEVEDO,750.0
4,200,3,3,4,0,CENTRO,2800.0
6,30,1,1,1,51,JARDIM AMERICA,600.0
9,64,2,2,1,9,JARDIM INFANTE DOM HENRIQUE,2000.0
4,40,3,1,1,0,PARQUE VIADUTO,500.0
9,284,3,5,4,0,RESIDENCIAL VILLA LOBOS,7500.0
8,180,3,4,2,0,VILA AVIACAO,4500.0
6,110,3,2,6,39,VILA PACIFICO,2200.0
4,35,1,1,1,0,JARDIM TERRA BRANCA,500.0
9,50,2,1,1,14,JARDIM BRASIL,1300.0
9,265,3,5,4,0,JARDIM SHANGRI LA,7500.0
4,100,2,1,3,0,FUNDACAO CASAS POPULARES SALVADOR FILARDI,1010.0
9,69,3,1,1,47,JARDIM AURI VERDE,1300.0
4,56,2,1,2,0,VILA ALTINOPOLIS,1000.0
6,45,2,1,1,23,VILA FALCAO,600.0
4,47,1,1,-1,0,VILA SANTO ANTONIO,500.0
4,528,3,4,2,0,RESIDENCIAL VILLA DUMONT,7000.0
8,71,2,2,1,41,JARDIM SOLANGE,1800.0
9,97,3,3,1,15,CENTRO,1600.0
4,35,1,1,1,0,JARDIM TERRA BRANCA,500.0
9,54,2,1,1,45,JARDIM PANORAMA,950.0
4,75,2,2,2,0,VILA AVIACAO,2000.0
4,25,1,1,-1,0,CENTRO,500.0
4,137,2,2,2,0,VILA NOVA PAULISTA,1500.0
4,75,2,2,2,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
5,400,3,4,6,63,JARDIM NASRALLA,4500.0
4,10,3,3,1,0,JARDIM PANORAMA,1600.0
5,47,2,1,1,473,PARQUE UNIAO,950.0
8,130,3,3,2,0,CENTRO,2500.0
4,47,1,1,-1,0,VILA SANTO ANTONIO,555.0
6,60,1,1,2,32,CONJUNTO HABITACIONAL PASTOR ARLINDO LOPES VIANA,800.0
4,35,1,1,1,0,VILA CARDIA,580.0
9,70,2,2,2,32,VILA AVIACAO,2900.0
4,70,3,2,1,0,JARDIM AMERICA,900.0
4,40,1,1,1,0,VILA ALTINOPOLIS,800.0
9,72,2,2,2,30,CENTRO,1500.0
4,48,3,1,1,0,PARQUE VIADUTO,450.0
4,80,2,1,1,0,VILA NOVA PAULISTA,800.0
4,47,1,1,-1,0,VILA SANTO ANTONIO,630.0
4,40,1,1,1,0,VILA SANTA TEREZA,1000.0
9,45,1,1,1,58,VILA SANTA TEREZA,1150.0
7,45,2,1,-1,48,CENTRO,900.0
9,48,2,1,1,77,JARDIM PANORAMA,1250.0
6,98,2,1,1,20,JARDIM NASRALLA,700.0
7,38,1,1,1,63,JARDIM BRASIL,1450.0
4,42,2,1,1,0,PARQUE,840.0
4,76,3,3,1,0,JARDIM AURI VERDE,1000.0
4,40,1,1,-1,0,JARDIM AMERICA,1000.0
6,300,3,2,5,66,VILA SANTA TEREZA,1450.0
5,200,4,1,2,23,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,800.0
4,35,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,600.0
9,155,3,4,3,135,VILA SANTO ANTONIO,3150.0
7,40,1,1,1,57,VILA CARDIA,650.0
7,68,2,2,2,33,VILA NOVA CIDADE UNIVERSITARIA,1700.0
4,45,2,1,1,0,RESERVA BELAS NACOES,1000.0
4,86,3,2,2,0,JARDIM PANORAMA,1900.0
5,205,2,2,2,44,JARDIM BELA VISTA,3800.0
4,69,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1800.0
4,52,2,1,1,0,JARDIM PANORAMA,950.0
6,377,3,2,4,31,VILA CIDADE UNIVERSITARIA,4900.0
4,30,1,1,1,0,VILA PACIFICO,450.0
4,47,2,1,1,0,PARQUE DAS NACOES,950.0
4,56,2,3,1,0,RESIDENCIAL PARQUE GRANJA CECILIA B,1200.0
4,45,2,1,1,0,VILA SANTA TEREZA,1300.0
4,69,2,2,1,0,RESIDENCIAL PARQUE GRANJA CECILIA B,1200.0
4,45,1,1,1,0,JARDIM AURI VERDE,1500.0
9,93,3,3,2,43,VILA AVIACAO,3000.0
9,325,3,6,3,1,JARDIM SANTOS DUMONT,7000.0
9,57,2,1,1,0,RESERVA BELAS NACOES,650.0
8,60,3,1,1,24,PARQUE VIADUTO,550.0
4,100,3,3,1,0,VILA MARIANA,1300.0
4,35,1,1,-1,0,JARDIM OLIMPICO,600.0
4,68,3,1,1,0,VILA AEROPORTO,850.0
8,72,3,1,1,68,JARDIM MARAMBA,750.0
7,242,2,1,3,34,VILA CAROLINA,1100.0
4,38,1,1,1,0,JARDIM PLANALTO,1100.0
4,46,2,1,1,0,JARDIM TERRA BRANCA,650.0
9,80,3,1,1,17,JARDIM CRUZEIRO DO SUL,900.0
9,75,2,2,1,30,VILA CARDIA,1500.0
9,135,3,4,2,21,VILA AVIACAO,4000.0
9,55,2,1,1,63,JARDIM INFANTE DOM HENRIQUE,1650.0
9,280,3,5,4,20,RESIDENCIAL VILLAGGIO II,5800.0
6,50,1,1,-1,0,VILA CIDADE UNIVERSITARIA,800.0
6,54,2,1,1,40,PARQUE VIADUTO,580.0
6,550,4,3,4,37,PARQUE JARDIM EUROPA,5000.0
9,348,4,3,4,36,VILA SAO JOAO DA BOA VISTA,3000.0
9,49,2,1,1,33,JARDIM COLONIAL,950.0
6,60,1,1,20,20,ALTOS DA CIDADE,1700.0
4,70,2,1,-1,0,JARDIM MARAMBA,700.0
9,194,4,5,2,67,JARDIM AMERICA,4000.0
8,302,7,3,-1,27,VILA SANTA TEREZA,3000.0
7,104,2,1,-1,12,JARDIM BELA VISTA,750.0
4,60,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1300.0
6,56,2,1,1,51,JARDIM BELA VISTA,850.0
6,60,2,1,1,0,VILA SANTA TEREZA,1300.0
4,34,1,1,-1,0,VILA SANTA TEREZA,800.0
4,30,1,1,1,0,JARDIM COLONIAL,600.0
4,70,2,1,1,0,JARDIM JOSE KALIL,800.0
4,35,1,1,1,0,CENTRO,850.0
4,40,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,590.0
4,32,1,1,1,0,VILA ALTINOPOLIS,750.0
5,57,2,1,-1,13,ALTOS DA CIDADE,550.0
4,80,3,1,-1,0,CENTRO,1300.0
4,200,4,1,4,0,JARDIM AMERICA,4500.0
9,70,3,2,1,0,JARDIM MARAMBA,700.0
6,119,2,1,3,0,VILA INDUSTRIAL,1500.0
7,124,3,3,2,70,VILA NOVA SANTA CLARA,1500.0
4,80,3,1,1,0,VILA AEROPORTO,900.0
9,528,3,4,2,25,JARDIM SANTOS DUMONT,7500.0
4,25,1,1,-1,0,CENTRO,500.0
9,46,2,1,1,22,PARQUE,500.0
4,250,3,5,4,0,VILA AVIACAO,5500.0
4,10,3,1,-1,0,CENTRO,1300.0
6,85,3,3,2,13,VILA AVIACAO,1500.0
5,35,1,1,1,30,JARDIM PANORAMA,600.0
4,25,1,1,-1,0,JARDIM OLIMPICO,600.0
5,106,2,1,1,23,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,700.0
4,80,1,1,1,0,JARDIM CHAPADAO,710.0
5,33,2,1,1,34,CENTRO,550.0
8,45,2,1,1,35,VILA CAROLINA,900.0
9,70,3,1,1,0,JARDIM PANORAMA,1000.0
4,45,2,1,1,0,JARDIM TERRA BRANCA,500.0
9,65,2,2,1,259,ALTO HIGIENOPOLIS,1760.0
6,47,2,1,1,27,JARDIM TERRA BRANCA,600.0
8,120,3,3,2,5,JARDIM BRASIL,1800.0
9,81,3,3,2,53,VILA SILVA PINTO,1800.0
8,45,2,1,1,59,JARDIM COLONIAL,1000.0
9,57,2,1,1,14,JARDIM COLONIAL,1500.0
8,65,2,2,1,26,JARDIM INFANTE DOM HENRIQUE,1200.0
4,61,2,2,1,0,JARDIM COLONIAL,1300.0
7,780,5,7,-1,22,JARDIM SHANGRI LA,10000.0
9,258,3,3,5,14,JARDIM AURI VERDE,2800.0
4,40,1,1,1,0,VILA CARDIA,700.0
9,80,2,1,1,18,CENTRO,800.0
9,90,2,2,1,19,VILA NOVA CIDADE UNIVERSITARIA,900.0
7,303,3,5,1,57,JARDIM DONA SARAH,5000.0
8,270,3,5,3,68,VILA AEROPORTO,2900.0
4,70,2,1,-1,0,VILA CAROLINA,900.0
5,60,1,1,1,73,JARDIM INFANTE DOM HENRIQUE,890.0
4,75,2,2,2,0,VILA AVIACAO,2000.0
9,45,2,1,1,25,PARQUE VIADUTO,450.0
6,44,1,1,1,0,PARQUE JARDIM EUROPA,1000.0
4,36,4,3,2,0,VILA SEABRA,3000.0
4,47,2,1,2,0,VILA INDUSTRIAL,1000.0
7,47,2,1,1,55,VILA PACIFICO,630.0
4,40,1,1,1,0,CENTRO,650.0
7,60,2,1,-1,0,VILA CAROLINA,1400.0
9,86,3,2,2,0,VILA CIDADE UNIVERSITARIA,2300.0
8,110,3,2,1,88,JARDIM AMERICA,800.0
4,30,1,1,-1,0,JARDIM INFANTE DOM HENRIQUE,900.0
4,52,2,1,1,0,VILA CIDADE UNIVERSITARIA,1300.0
4,200,2,1,4,0,VILA NOVA SANTA LUZIA,850.0
4,65,2,1,1,0,VILA CIDADE UNIVERSITARIA,1000.0
4,11,2,1,1,0,JARDIM TERRA BRANCA,800.0
9,70,2,2,1,183,ALTO HIGIENOPOLIS,900.0
7,40,1,1,1,24,JARDIM INFANTE DOM HENRIQUE,1300.0
5,49,2,1,-1,69,JARDIM COLONIAL,1100.0
4,50,2,1,1,0,PARQUE,580.0
4,100,2,1,1,0,VILA FLORES,900.0
4,30,1,1,-1,0,PARQUE SAO JOAO,550.0
7,51,2,1,1,0,VILA CIDADE UNIVERSITARIA,1000.0
4,40,1,1,-1,0,JARDIM BRASIL,600.0
7,85,3,1,2,20,VILA AEROPORTO,1000.0
4,66,2,2,1,0,JARDIM AMERICA,1200.0
6,103,2,1,3,43,JARDIM CRUZEIRO DO SUL,1100.0
4,160,-1,1,1,0,JARDIM ELDORADO,600.0
9,60,2,2,2,22,JARDIM ESTORIL,1500.0
9,55,2,1,1,28,VILA NOVA CIDADE UNIVERSITARIA,900.0
9,200,2,1,3,101,JARDIM BELA VISTA,1180.0
4,85,3,2,2,0,JARDIM NASRALLA,1000.0
8,66,2,2,1,92,JARDIM INFANTE DOM HENRIQUE,1680.0
7,308,3,5,2,36,RESIDENCIAL VILLAGGIO,4000.0
6,80,3,3,2,0,JARDIM INFANTE DOM HENRIQUE,1650.0
6,50,1,1,1,8,VILA NOVA CIDADE UNIVERSITARIA,1000.0
7,327,3,3,4,55,JARDIM PLANALTO,4000.0
5,129,2,2,4,36,NUCLEO HABITACIONAL JOSE REGINO,1000.0
9,70,2,3,2,31,VILA LEME DA SILVA,1800.0
9,86,2,2,2,60,JARDIM PANORAMA,2200.0
9,120,3,4,2,12,VILA AVIACAO,4200.0
6,70,2,1,1,41,JARDIM TERRA BRANCA,900.0
5,90,3,1,2,0,VILA CIDADE UNIVERSITARIA,1500.0
6,68,2,1,1,8,VILA SANTA TEREZA,700.0
6,10,1,1,1,30,VILA NOVA CIDADE UNIVERSITARIA,650.0
4,70,3,1,1,0,VILA DUTRA,900.0
4,107,3,4,2,0,VILA AVIACAO,3500.0
4,242,2,1,2,0,VILA CAROLINA,1100.0
6,31,1,1,1,29,VILA ALTINOPOLIS,800.0
5,10,3,3,4,36,VILA ALTINOPOLIS,3500.0
4,65,2,2,1,0,JARDIM AMALIA,700.0
5,10,1,1,1,40,VILA GUEDES DE AZEVEDO,750.0
4,63,2,2,1,0,JARDIM COLONIAL,1050.0
4,47,2,1,1,0,JARDIM OURO VERDE,850.0
9,70,2,1,1,11,VILA ALTINOPOLIS,2000.0
4,50,2,1,1,0,CENTRO,890.0
4,150,3,2,2,0,FUNDACAO CASAS POPULARES SALVADOR FILARDI,1600.0
4,64,1,1,1,0,VILA ALTINOPOLIS,1500.0
4,125,3,2,2,0,VILA NOVA CIDADE UNIVERSITARIA,2000.0
9,49,2,1,1,69,JARDIM COLONIAL,1100.0
5,48,2,1,1,56,PARQUE UNIAO,500.0
4,90,3,2,1,0,VILA AVIACAO,2500.0
6,103,2,1,3,17,VILA CAROLINA,1200.0
8,38,1,1,1,16,JARDIM PLANALTO,1100.0
6,100,3,2,2,49,JARDIM SILVESTRE II,1200.0
6,100,2,1,1,30,VILA SAO JOAO DO IPIRANGA,1200.0
9,39,1,1,1,51,VILA SANTA TEREZA,1000.0
9,56,2,2,1,16,JARDIM INFANTE DOM HENRIQUE,1200.0
4,55,2,1,2,0,VILA SANTA LUZIA,750.0
4,42,2,1,1,0,RESERVA BELAS NACOES,650.0
4,10,3,2,2,0,CENTRO,1300.0
6,84,3,1,-1,45,VILA NOVA CIDADE UNIVERSITARIA,1650.0
9,80,2,2,2,28,VILA ALTINOPOLIS,3000.0
7,35,1,1,1,34,VILA ALTINOPOLIS,750.0
9,96,3,3,2,16,VILA AVIACAO,1850.0
9,5000,4,1,4,296,JARDIM AMERICA,4500.0
4,50,2,1,1,0,RESIDENCIAL PARQUE COLINA VERDE,890.0
9,70,2,2,2,65,JARDIM SOLANGE,1700.0
8,34,1,1,-1,0,JARDIM NASRALLA,950.0
8,50,1,2,1,0,VILA ALTINOPOLIS,1400.0
8,40,1,1,1,0,JARDIM PANORAMA,800.0
9,90,3,2,2,26,PARQUE JARDIM EUROPA,1800.0
9,45,2,1,1,34,RESERVA BELAS NACOES,1000.0
5,59,2,1,1,25,VILA SOUTO,900.0
5,65,2,1,1,37,JARDIM BRASIL,800.0
5,190,3,3,2,19,PARQUE SAO JOAO,1700.0
4,47,1,1,-1,0,CENTRO,550.0
6,35,1,1,1,33,VILA PACIFICO,450.0
4,160,3,5,2,0,JARDIM PAULISTA,3500.0
4,45,2,1,1,0,JARDIM TERRA BRANCA,670.0
9,265,3,5,2,0,RESIDENCIAL VILLA DUMONT,7000.0
4,300,3,2,2,0,RESIDENCIAL JARDIM JUSSARA,1500.0
4,410,4,5,4,0,VILA MONLEVADE,2500.0
5,208,3,3,4,20,QUINTA RANIERI,3000.0
4,528,3,5,4,0,JARDIM SHANGRI LA,7000.0
4,42,2,1,1,0,QUINTA BELA OLINDA,700.0
7,60,3,1,1,34,VILA AEROPORTO,800.0
9,81,2,2,2,47,VILA AVIACAO,2100.0
4,10,3,2,4,0,VILA MESQUITA,2200.0
4,5000,4,3,2,0,CENTRO,1600.0
4,500,4,3,6,0,VALE DO IGAPO,2600.0
6,47,2,1,1,34,JARDIM ESTRELA D'ALVA,800.0
4,203,3,5,4,0,VILA MESQUITA,5300.0
4,265,3,5,4,0,JARDIM SHANGRI LA,7500.0
9,150,3,1,1,27,VILA GIUNTA,1500.0
4,194,3,4,2,0,VILA AVIACAO,4000.0
5,160,2,3,2,15,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,1050.0
9,120,3,5,2,30,VILA AVIACAO,3300.0
4,242,3,3,1,0,VILA AVIACAO,4500.0
4,130,2,2,2,0,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,1000.0
5,65,2,1,1,31,VILA CARDIA,950.0
4,41,1,1,1,0,JARDIM PANORAMA,1300.0
4,90,3,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
9,71,2,2,2,0,VILA AVIACAO,1700.0
5,179,3,1,2,32,JARDIM BELA VISTA,1200.0
4,435,4,6,4,0,VILA NOVA CIDADE UNIVERSITARIA,4000.0
9,81,3,2,2,17,JARDIM CONTORNO,2100.0
